Tract,Longitude,Latitude,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,MedianIncome,MedianHouseValue
7803,-122.26,38.31,33,4518,704,1776,669,5.2444,281.1
7804,-122.27,38.32,31,1267,319,545,297,1.9946,206.8
7805,-122.27,38.31,44,3030,589,1373,582,2.9054,155.2
7806,-122.28,38.32,12,4609,1005,2293,960,3.4543,194.5
7807,-122.29,38.32,23,4312,993,2317,934,2.7667,153.2
7808,-122.3,38.32,20,2063,486,1045,460,2.5035,153.2
7809,-122.29,38.31,25,4927,1005,2756,998,2.7325,162.9
7810,-122.29,38.31,45,3075,754,1635,723,2.2721,139.8
7811,-122.3,38.3,44,3690,809,1922,736,2.6346,139.8
7812,-122.31,38.34,19,4187,684,1827,605,4.5293,210.4
7813,-122.31,38.33,21,1922,344,1051,342,3.6042,183.3
7814,-122.3,38.33,15,4741,956,2043,856,4.1862,183.6
7815,-122.33,38.33,15,3193,468,1303,426,5.3017,202.6
7816,-122.32,38.32,22,2483,528,1478,492,4.0878,164.4
7817,-122.31,38.32,35,3997,762,2074,703,3.285,138.1
7818,-122.32,38.32,26,2710,498,1439,484,5,175.2
7819,-122.31,38.3,25,3883,740,1641,676,3.9,187.3
7820,-122.31,38.31,32,2577,458,1172,447,3.8796,175.5
7821,-122.31,38.3,45,3023,659,1789,657,3.6039,126
7822,-122.32,38.29,21,1607,356,834,352,2.3787,177.9
7823,-122.33,38.29,14,3541,499,1577,459,5.3351,269.9
7824,-122.3,38.29,20,1789,434,1113,398,2.4728,139.7
7825,-122.3,38.29,25,1701,427,1021,399,3.0404,142.1
7826,-122.3,38.28,31,1633,316,944,300,3.3977,158.7
7827,-122.3,38.27,4,1051,263,455,248,3.6389,130.2
7828,-122.3,38.25,18,3548,880,1476,699,3.7188,163.4
7829,-122.21,38.28,35,1273,210,555,181,4.4861,269.3
7830,-122.24,38.25,33,213,36,91,33,4.9167,187.5
7831,-122.29,38.19,13,7065,1259,3864,1221,4.7472,148.6
7832,-122.25,38.17,34,778,137,406,136,4.2955,121.3
7833,-122.25,38.16,17,4459,944,1812,888,2.9375,106.7
7834,-122.26,38.16,23,2840,491,1586,466,4.0337,130.4
7835,-122.39,38.37,33,1066,191,403,163,6.8,240.8
7836,-122.37,38.33,29,1868,291,764,284,4.825,195.1
7837,-122.35,38.3,18,3735,557,1504,521,5.6304,243.1
7838,-122.33,38.21,33,2017,370,949,342,4.625,228.6
7839,-122.4,38.34,33,1408,273,520,212,3.5781,242.5
7840,-122.33,38.38,28,1020,169,504,164,4.5694,287.5
7841,-122.4,38.41,20,4867,1015,1725,1015,2.5685,267.6
7842,-122.32,38.35,20,3494,549,1673,541,5.5718,185.2
7843,-122.36,38.41,18,1808,400,968,370,3.7067,175
7844,-122.36,38.4,16,2716,546,898,500,2.2536,201.2
7845,-122.18,38.35,24,407,68,175,61,6.0266,216.7
7846,-122.21,38.41,12,4270,654,1624,598,5.5266,331.3
7847,-122.29,38.4,28,2024,340,844,309,4.7833,361.1
7848,-122.33,38.39,36,831,122,272,109,6.3427,304.8
7849,-122.28,38.34,44,1066,190,416,174,3.6389,304
7850,-122.26,38.36,25,1821,344,349,179,6.9931,398.8
7851,-122.26,38.33,34,2048,316,780,267,5.815,339.2
7852,-122.23,38.33,31,3440,574,1538,537,5.5368,325.9
7853,-122.24,38.31,38,1938,301,823,285,6.1089,280.8
7854,-122.52,38.53,35,1227,236,548,207,4.875,336.7
7855,-122.48,38.48,29,2278,397,765,322,4.6379,348.2
7856,-122.4,38.46,33,2542,466,1099,420,4.635,248.5
7857,-122.47,38.51,18,2487,516,980,503,3.5506,187.5
7858,-122.47,38.51,25,928,195,413,184,3.4904,196.9
7859,-122.48,38.51,49,1977,393,741,339,3.1312,247.6
7860,-122.48,38.5,37,3049,508,1287,439,4.3125,276.5
7861,-122.47,38.5,23,2191,415,959,361,4.1993,214.5
7862,-122.45,38.51,18,1297,337,610,312,1.9441,184.4
7863,-122.4,38.53,24,1741,289,564,231,3.6118,248.4
7864,-122.44,38.57,26,2101,390,2171,360,3.6429,159.7
7865,-122.45,38.58,34,2517,483,1324,464,3.0938,189.4
7866,-122.47,38.6,20,1036,202,589,194,5.3698,303.3
7867,-122.48,38.54,37,1898,359,973,340,4.2096,256.6
7868,-122.46,38.53,32,1735,331,785,309,3.6641,275.8
7869,-122.27,38.68,18,742,142,343,119,3.1563,98.4
7870,-122.26,38.57,22,509,103,139,73,2.1979,152.8
7871,-122.27,38.53,22,678,137,336,103,4.4,142.5
7872,-122.18,38.49,15,1743,366,655,264,3.3393,146.9
7873,-122.52,38.67,35,1705,321,708,253,3.4539,300
7874,-122.59,38.56,43,2088,379,721,293,4.65,245
7875,-122.57,38.58,18,2083,506,926,487,1.9925,225
7876,-122.58,38.59,33,1239,262,539,246,3.5208,195.8
7877,-122.58,38.58,32,2723,637,1549,556,2.3942,183.1
7878,-122.59,38.58,18,3753,752,1454,668,3.7585,185.7
7879,-121.07,39.15,15,6828,1319,3002,1318,2.4726,143.4
7880,-121.07,39.09,17,1878,345,892,299,2.8864,143.1
7881,-121.1,39.08,13,1110,216,602,209,2.5887,144.4
7882,-121.11,39.09,16,1000,197,508,190,2.3062,138.8
7883,-121.12,39.03,17,838,161,388,142,3.6563,163.5
7884,-121.03,39.14,10,3138,524,1275,511,4.0775,164.5
7885,-121.07,39.13,8,4839,832,1977,762,4.0848,155.9
7886,-121.05,39.11,7,2767,423,1143,382,3.6333,170.2
7887,-121.04,39.08,8,2870,526,1307,451,3.463,201.7
7888,-121,39.09,7,439,84,246,80,3.0781,162.5
7889,-121.08,39.02,13,1839,275,752,270,4.2031,209.6
7890,-121.07,39.05,10,1813,311,827,287,3.6087,182.1
7891,-121.07,39.04,9,2374,372,884,333,4.5042,206.4
7892,-121.03,39.05,12,1875,307,806,283,3.9185,195.2
7893,-121.06,39.04,14,1651,279,633,261,4.2802,194.8
7894,-121.06,39.04,15,1999,287,585,246,5.5161,361.9
7895,-121.06,39.03,11,1887,303,775,283,3.8417,187.2
7896,-121.22,39.11,14,1405,269,660,228,3.0804,156.8
7897,-121.19,39.05,14,1131,193,520,178,3.9,180.4
7898,-121.14,39.1,13,1085,227,629,214,5.0389,171.5
7899,-121.12,39.2,9,1431,254,681,221,3.045,170.4
7900,-121.1,39.15,10,680,143,354,140,4.0333,161.5
7901,-121.08,39.18,19,2323,397,963,379,3.7426,162.7
7902,-121.18,39.26,14,811,161,352,121,3.5938,140.3
7903,-121.18,39.25,9,3415,562,1208,479,4.3646,185.9
7904,-121.2,39.25,5,906,144,376,141,4.3523,188.2
7905,-121.18,39.23,8,2112,360,782,344,3.7125,175
7906,-121.21,39.24,7,4194,673,1355,566,4.3702,226.1
7907,-121.2,39.23,9,2802,447,955,418,5.2359,213.3
7908,-121.18,39.19,16,1528,351,729,319,2.4688,138.8
7909,-121.16,39.18,14,1006,187,462,185,3.1042,152
7910,-121.25,39.17,9,999,189,411,176,2.125,151.8
7911,-121.15,39.23,13,3883,763,1816,682,2.8102,144.4
7912,-121.24,39.22,14,983,163,399,161,2.2917,145.1
7913,-121.23,39.27,11,1265,224,573,205,3.3603,162.5
7914,-121.07,39.23,39,2099,433,929,423,1.9886,113.8
7915,-121.04,39.24,48,1188,227,471,219,2.3125,125.7
7916,-121.06,39.23,10,2229,537,982,512,2.186,132.7
7917,-121.06,39.22,52,1749,422,837,391,2.325,109.7
7918,-121.09,39.23,35,2637,511,1181,480,2.7813,109.2
7919,-121.07,39.22,52,2432,495,928,435,2.425,121.1
7920,-121.08,39.22,30,2188,455,1033,437,2.1419,105.2
7921,-121.08,39.21,17,3033,590,1319,583,2.4811,111.8
7922,-121.09,39.22,25,2200,439,1045,419,2.6042,116.7
7923,-121.07,39.2,45,204,62,133,51,1,90.6
7924,-121.04,39.22,14,1889,471,853,399,2.25,112.5
7925,-121.03,39.21,28,2843,535,1310,525,3.2337,123.1
7926,-121.05,39.2,48,1759,389,716,350,2.3125,108.3
7927,-121.06,39.21,52,1452,309,637,299,2.2083,103.9
7928,-121.05,39.21,43,1264,273,611,260,2.535,117.1
7929,-120.94,39.22,12,1321,268,661,232,4.0062,153.8
7930,-120.83,39.27,14,3338,608,1373,562,3.67,160.1
7931,-121,39.23,15,2809,450,1267,408,4.0426,191.7
7932,-120.99,39.22,16,1497,275,737,243,2.8942,182.5
7933,-120.99,39.2,15,2993,562,1296,518,3.3009,156.8
7934,-120.93,39.17,13,2331,464,1110,419,3.6563,164.9
7935,-120.99,39.13,14,770,116,285,116,3.6434,155.4
7936,-120.99,39.18,23,2550,457,1016,405,3.6607,153
7937,-121,39.16,10,1170,225,537,194,3.2813,163.2
7938,-121.02,39.27,52,3720,707,1424,609,3.2,155
7939,-121.03,39.26,49,3739,759,1422,606,2.4283,143.1
7940,-121,39.26,14,810,151,302,138,3.1094,136.1
7941,-121.02,39.25,52,1549,275,604,249,2.2278,155.4
7942,-120.94,39.32,14,3120,595,1569,556,3.5385,157.4
7943,-121.06,39.25,17,3127,539,1390,520,3.9537,172.8
7944,-120.89,39.3,17,2282,431,974,371,3.5417,155.1
7945,-120.91,39.39,16,352,105,226,82,1.6094,79.5
7946,-121.03,39.37,15,1337,326,1172,306,2.6341,85
7947,-121.13,39.31,17,3442,705,1693,619,2.8102,128.9
7948,-120.74,39.39,18,453,117,152,77,1.3523,85.7
7949,-120.09,39.4,17,1076,283,171,64,2.125,83.9
7950,-120.17,39.33,18,1046,204,486,179,4.119,110.9
7951,-120.2,39.33,26,1988,379,905,321,3.7841,109.5
7952,-120.19,39.32,16,1536,298,646,208,2.3594,155.7
7953,-120.17,39.32,14,2421,489,1000,354,3.5652,119.8
7954,-120.17,39.33,10,614,141,195,95,0.9283,116.3
7955,-120.1,39.37,10,2325,410,1016,373,4.5208,117.3
7956,-120.1,39.33,9,2738,510,1193,412,4.3958,124.8
7957,-120.15,39.36,9,2254,400,694,243,5.6856,138.1
7958,-120.26,39.32,24,6012,1227,780,358,3.0043,122.1
7959,-120.35,39.34,29,1986,474,337,100,4.0278,95.8
7960,-120.27,39.35,11,2520,401,397,165,4.665,145.6
7961,-120.25,39.34,9,2739,555,294,110,3.1842,162.5
7962,-120.24,39.35,8,4195,725,291,115,3.4792,180.8
7963,-120.23,39.36,7,2045,358,245,92,4.0481,152.3
7964,-120.22,39.35,8,1872,281,203,71,4.5882,198.4
7965,-120.21,39.35,7,914,159,85,34,4.7917,187.5
7966,-120.19,39.35,7,2611,395,482,159,5.0622,174.1
7967,-117.95,33.94,28,2851,496,1287,496,5.0782,264.1
7968,-117.96,33.94,34,2228,399,1159,378,4.8906,228.9
7969,-117.97,33.94,36,1870,338,947,324,4.1205,217
7970,-117.97,33.93,31,1975,373,918,347,4.4107,202
7971,-117.97,33.93,33,1700,369,981,362,4.5461,194
7972,-117.96,33.93,29,2316,522,1275,501,3.776,192.6
7973,-117.96,33.94,31,2397,518,1407,476,2.6641,185.2
7974,-117.94,33.93,33,1770,370,1346,366,4.0833,162.5
7975,-117.94,33.93,34,1475,319,698,293,3.8194,186
7976,-117.95,33.93,25,3445,801,2400,750,3.4702,161.9
7977,-117.95,33.93,37,2633,630,1904,630,2.6123,161.3
7978,-117.96,33.93,15,2014,419,839,390,4.7446,175.4
7979,-117.96,33.92,18,3744,1027,1654,912,3.2158,215
7980,-117.95,33.92,18,2825,660,1590,643,3.6106,153.6
7981,-117.94,33.92,28,639,179,1062,169,3.0588,145.2
7982,-117.95,33.92,32,1661,312,1201,302,4,178.2
7983,-117.95,33.92,11,3127,706,1594,694,4.3426,141.3
7984,-117.95,33.92,13,2312,592,2038,559,3.1378,137
7985,-117.94,33.94,25,3250,546,1452,501,5.1084,303.8
7986,-117.94,33.94,26,1962,540,1236,520,2.2156,145
7987,-117.93,33.94,28,3664,719,1820,657,4.225,224.7
7988,-117.93,33.93,25,2431,534,1702,523,3.7933,184.4
7989,-117.93,33.92,34,2271,437,1393,433,4.2443,174.4
7990,-117.93,33.93,37,1128,273,931,234,2.8,137.5
7991,-117.93,33.93,33,1626,378,1062,356,2.1944,139.6
7992,-117.92,33.93,12,4415,890,1532,854,3.75,166.3
7993,-117.91,33.93,21,2578,363,1207,350,6.2452,291.7
7994,-117.91,33.94,15,5799,842,2314,787,6.3433,350.5
7995,-117.89,33.94,20,3349,685,1822,675,4.7216,227
7996,-117.9,33.93,12,4325,1191,1897,1080,3.3173,247.4
7997,-117.89,33.92,17,2936,555,1381,535,5.4617,190.3
7998,-117.91,33.92,21,380,91,398,70,4.7222,208.3
7999,-117.91,33.91,27,2181,501,1555,488,3.6106,196.4
8000,-117.91,33.91,34,1763,303,894,297,5.0096,221.7
8001,-117.91,33.91,32,1530,301,666,276,4.125,230.2
8002,-117.9,33.91,36,1376,257,687,221,3.5403,195.4
8003,-117.89,33.92,8,2120,544,1281,470,3.4954,159.5
8004,-117.89,33.92,14,1562,373,609,328,2.3935,125
8005,-117.9,33.9,19,2176,414,1002,402,4.9743,193.5
8006,-117.9,33.91,26,2885,476,1227,439,4.9524,226.6
8007,-117.92,33.92,19,2181,400,1272,337,5.1952,302.1
8008,-117.92,33.89,18,2895,487,1116,429,5.4716,400
8009,-117.92,33.9,13,1814,320,1010,313,6.3489,337.9
8010,-117.93,33.91,24,1698,297,676,273,5.2017,364.6
8011,-117.9,33.9,18,3821,576,1430,568,6.9399,349.6
8012,-117.92,33.89,12,1859,393,622,316,5.0258,161.8
8013,-117.97,33.91,19,8096,1318,3853,1313,6.0076,269.5
8014,-117.96,33.9,10,2423,356,1213,347,6.5635,346.9
8015,-117.98,33.9,6,1537,347,506,280,4.8264,146.8
8016,-117.96,33.89,24,1332,252,625,230,4.4375,334.1
8017,-117.94,33.91,18,8836,1527,3946,1451,5.6441,313
8018,-117.93,33.9,30,2629,331,956,319,9.9071,500.001
8019,-117.94,33.89,30,2577,404,1076,374,6.7528,459.6
8020,-117.94,33.88,35,2159,343,833,335,5.3738,365.1
8021,-117.98,33.87,25,2037,515,1435,496,3.3199,188.8
8022,-117.98,33.87,29,1310,332,937,294,3.8068,158.7
8023,-117.98,33.86,25,1025,266,726,183,3.875,137.5
8024,-117.97,33.87,28,1784,440,1255,433,3.7054,169.2
8025,-117.97,33.86,34,2138,490,1682,463,3.6006,161.7
8026,-117.97,33.86,12,1370,367,1022,296,3.6471,141.7
8027,-117.96,33.86,35,2146,430,1230,429,3.7813,184.9
8028,-117.96,33.86,35,2181,371,1249,358,4.2937,183.2
8029,-117.96,33.87,35,1972,367,1152,356,3.7222,187.5
8030,-117.95,33.86,35,2375,439,1343,424,4.53,193.5
8031,-117.95,33.86,35,2478,431,1333,427,5.2099,191.4
8032,-117.96,33.86,32,2366,505,1283,477,3.3516,190
8033,-117.94,33.88,46,1747,312,770,296,5.4217,256
8034,-117.95,33.87,35,1854,383,1115,381,4.4784,185.2
8035,-117.95,33.87,22,1432,335,746,296,2.0227,55
8036,-117.96,33.87,27,890,289,416,200,3.141,167.5
8037,-117.95,33.88,34,1939,355,817,314,3.6705,275
8038,-117.94,33.86,33,1013,312,706,266,2.1432,197.5
8039,-117.94,33.86,35,1235,227,875,220,4.6964,183.1
8040,-117.94,33.86,35,2127,417,1247,378,4.75,185.6
8041,-117.93,33.87,10,1277,488,730,417,1.4803,137.5
8042,-117.94,33.87,46,2066,450,1275,448,3.9375,187
8043,-117.94,33.88,35,1694,296,679,282,4.3333,239.3
8044,-117.92,33.87,36,1125,285,966,257,2.8438,162.5
8045,-117.93,33.87,52,950,229,429,185,2.315,182.1
8046,-117.93,33.88,45,1306,293,585,260,4.0812,241.7
8047,-117.92,33.88,52,1270,276,609,211,3.75,232.5
8048,-117.91,33.88,34,1851,291,784,290,5.2336,235.6
8049,-117.92,33.88,32,1683,273,719,263,5.3649,243.6
8050,-117.92,33.88,32,1632,244,575,235,5.3986,318.7
8051,-117.9,33.87,28,2315,538,1360,504,2.9861,218.6
8052,-117.91,33.87,29,1121,291,762,276,2.5,143.8
8053,-117.91,33.87,52,2031,506,1191,463,2.9076,177.3
8054,-117.88,33.89,18,1616,532,866,496,3.6435,119.1
8055,-117.89,33.88,15,1655,626,1549,582,1.9127,175
8056,-117.89,33.88,33,1582,256,771,240,5.3836,229.6
8057,-117.89,33.88,27,2091,336,1037,332,5.7519,243.4
8058,-117.89,33.87,25,1492,439,755,389,3.0893,188.2
8059,-117.88,33.87,35,1919,349,1302,345,5.6409,190.9
8060,-117.89,33.87,32,1569,422,835,386,3.0465,148.9
8061,-117.93,33.86,17,1627,398,1216,369,3.3438,186.6
8062,-117.93,33.86,35,931,181,516,174,5.5867,182.5
8063,-117.93,33.87,29,1221,371,1822,326,1.7935,162.5
8064,-117.89,33.86,28,1395,398,1220,362,3.3008,193.8
8065,-117.91,33.86,26,2296,570,1415,527,2.4732,165.8
8066,-117.92,33.86,26,745,161,247,151,3.6375,133.9
8067,-117.88,33.9,21,3180,434,1413,391,6.5945,277.3
8068,-117.88,33.89,19,3583,911,2300,871,3.0214,218.4
8069,-117.88,33.89,17,3218,923,1701,824,3.6946,265.5
8070,-117.87,33.89,25,1142,162,486,150,7.1472,270.1
8071,-117.86,33.91,16,2889,423,1227,401,6.4514,270.8
8072,-117.86,33.9,25,3205,409,1291,408,7.2478,299.2
8073,-117.86,33.89,22,4386,593,1915,592,6.6897,289.8
8074,-117.86,33.89,24,2002,253,820,241,6.9612,274.5
8075,-117.87,33.89,19,1674,243,786,234,6.4218,275
8076,-117.86,33.88,19,1621,328,871,322,3.7361,201.4
8077,-117.87,33.89,17,1441,530,769,456,2.425,171.7
8078,-117.87,33.89,22,2340,664,1382,546,3.343,184.6
8079,-117.87,33.88,28,3333,752,2026,722,3.5667,190.7
8080,-117.87,33.88,28,2612,602,1682,563,3.6417,204.3
8081,-117.87,33.85,33,45,11,34,10,5.2949,350
8082,-117.85,33.86,18,329,72,209,71,4.6806,187.5
8083,-117.85,33.89,22,4020,655,1486,635,5.9639,262.3
8084,-117.85,33.88,14,4753,681,2138,678,7.3658,288.5
8085,-117.85,33.87,15,5078,806,2569,759,5.6549,301.9
8086,-117.84,33.89,24,3935,625,1912,593,5.7951,226.9
8087,-117.85,33.89,24,3326,503,1616,494,5.7457,240.6
8088,-117.88,33.87,21,1519,388,1203,366,3.2083,145.3
8089,-117.87,33.86,19,2232,448,1149,417,3.1534,324.4
8090,-117.87,33.87,15,1898,476,1766,455,2.4929,158.5
8091,-117.87,33.87,16,1332,368,1534,295,3.0227,297.1
8092,-117.86,33.87,19,1591,279,891,237,5.6573,216
8093,-117.88,33.85,18,2705,713,2726,674,2.7759,200
8094,-117.87,33.86,28,2292,531,2197,509,3.4856,142.8
8095,-117.81,33.89,13,3252,583,1546,557,5.8243,297.9
8096,-117.82,33.89,24,2168,421,1050,397,4.6172,238.3
8097,-117.81,33.88,19,2968,503,1430,459,5.3339,371.7
8098,-117.82,33.89,21,3079,509,1431,480,4.0714,278.9
8099,-117.78,33.86,16,3471,708,1769,691,4.1064,246.1
8100,-117.76,33.87,16,3973,595,1971,575,6.4265,263.7
8101,-117.83,33.9,23,2446,360,1196,359,6.5755,272.8
8102,-117.84,33.9,24,1723,223,707,219,7.0352,299.6
8103,-117.83,33.89,25,1737,270,840,265,4.625,245.7
8104,-117.83,33.88,23,2365,355,1209,347,6.0132,259.4
8105,-117.83,33.88,18,2112,340,1048,315,6.9308,231.7
8106,-117.82,33.88,15,5392,895,2531,827,6.2185,280.3
8107,-117.83,33.87,5,6971,1449,3521,1423,5.2131,243.9
8108,-117.81,33.88,19,2265,283,904,279,9.2327,461.3
8109,-117.8,33.87,16,5954,1281,3107,1209,4.2566,206.1
8110,-117.81,33.86,18,133,29,95,23,3.5625,235
8111,-117.88,33.92,13,3292,727,1565,698,5.457,308.8
8112,-117.87,33.92,17,4575,764,2054,737,6.0571,272.4
8113,-117.83,33.93,14,1956,282,671,269,6.5841,306.4
8114,-117.8,33.92,16,5819,986,2306,914,4.6315,277.5
8115,-117.79,33.88,17,8562,1351,3822,1316,6.0829,252.6
8116,-117.78,33.87,16,5609,952,2624,934,5.3307,169.6
8117,-117.78,33.88,16,1800,238,871,234,6.6678,301.9
8118,-117.82,33.9,25,1137,170,524,164,7.5744,259.3
8119,-117.8,33.9,22,3760,482,1485,461,7.8537,354.9
8120,-117.74,33.89,4,37937,5471,16122,5189,7.4947,366.3
8121,-117.76,33.88,9,4838,759,2090,695,6.6536,307.8
8122,-117.77,33.88,8,4874,627,2070,619,8.1117,410.2
8123,-117.8,33.85,23,3038,470,1568,438,5.6403,233
8124,-117.82,33.85,21,2603,404,1350,390,6.057,235.9
8125,-117.8,33.85,16,4151,637,1558,604,5.806,304.9
8126,-117.81,33.84,17,4343,515,1605,484,10.5981,460.1
8127,-117.79,33.84,9,10484,1603,4005,1419,8.3931,365.3
8128,-117.78,33.85,16,3781,504,1665,499,7.2554,335.6
8129,-117.78,33.86,16,4390,660,2146,633,6.1504,266
8130,-117.76,33.87,16,3182,429,1663,428,7.0592,288.2
8131,-117.78,33.81,23,1986,278,826,260,7.7752,380
8132,-117.77,33.8,16,3973,483,1373,452,9.8074,417
8133,-117.8,33.79,13,2021,362,1081,341,4.3269,231.4
8134,-117.77,33.85,13,5415,827,2061,714,7.3681,353.1
8135,-117.76,33.84,15,3764,510,1448,468,8.7124,410.5
8136,-117.76,33.83,15,3086,457,1262,436,6.4415,300.7
8137,-117.76,33.86,14,3666,442,1400,433,10.1316,500.001
8138,-117.75,33.83,14,2452,296,954,275,8.2375,388.3
8139,-117.74,33.85,4,5416,820,1753,583,6.9544,314
8140,-117.78,33.82,12,6208,750,2443,739,9.1808,413.7
8141,-117.76,33.81,2,582,70,199,64,7.1193,500.001
8142,-117.81,33.8,25,2765,475,1666,474,6.0531,230.7
8143,-117.81,33.79,25,5950,1155,4528,1064,4.2564,204.6
8144,-117.8,33.78,18,3548,474,1506,449,6.925,290.3
8145,-117.8,33.78,17,4138,805,2442,780,4.7804,242
8146,-117.69,33.8,5,3178,631,1467,581,5.2541,237.1
8147,-117.66,33.62,16,4065,661,1962,636,6.2177,256.6
8148,-117.67,33.61,24,3859,661,1972,624,5.7871,227.4
8149,-117.66,33.6,24,1684,232,781,230,6.8667,279.6
8150,-117.66,33.6,25,3745,522,1648,496,7.5488,278.1
8151,-117.67,33.61,23,3588,577,1695,569,6.1401,243.2
8152,-117.68,33.63,16,5218,1187,2701,1125,3.929,143.1
8153,-117.68,33.63,13,5830,921,2897,891,6.2403,257.4
8154,-117.67,33.63,9,5774,1320,3086,1265,4.4063,202.2
8155,-117.62,33.77,43,1911,439,930,433,4.6369,186.4
8156,-117.6,33.72,36,1317,228,531,214,5.6346,272.5
8157,-117.66,33.59,18,4552,706,1918,671,7.5791,288.1
8158,-117.67,33.6,20,1213,171,565,170,7.2592,314.8
8159,-117.66,33.58,16,3016,394,1172,382,7.5196,315.6
8160,-117.67,33.57,18,1614,210,692,209,7.9294,280.3
8161,-117.66,33.57,16,4277,565,1642,549,8.0082,286.6
8162,-117.7,33.62,16,9653,2000,4732,1922,3.7361,197.2
8163,-117.69,33.62,18,4265,581,2025,544,6.4598,282.7
8164,-117.69,33.61,16,3010,580,1649,538,4.0221,236.2
8165,-117.68,33.6,19,3913,460,1646,454,7.2147,303.9
8166,-117.65,33.65,16,1538,260,835,259,5.5779,234.8
8167,-117.67,33.64,11,2722,554,1565,508,5.1645,164.1
8168,-117.65,33.65,15,3485,519,1740,485,6.7543,251.9
8169,-117.66,33.63,16,3299,610,1967,604,5.5085,223.3
8170,-117.63,33.65,10,3580,491,1688,467,7.7814,288.7
8171,-117.62,33.64,2,7826,893,2985,790,10.1531,484.1
8172,-117.64,33.63,10,4814,643,1808,588,8.798,436.6
8173,-117.64,33.64,11,2422,429,810,395,6.1935,293.2
8174,-117.64,33.65,4,6842,1512,3256,1439,5.4132,216.6
8175,-117.63,33.62,9,4257,785,1293,745,3.7139,196.7
8176,-117.63,33.63,6,3068,549,985,536,4.2009,238
8177,-117.65,33.62,15,2708,410,1140,389,6.2899,275
8178,-117.64,33.62,16,3970,771,1202,734,3.4115,184.8
8179,-117.65,33.6,15,5736,800,2529,762,6.4114,278.7
8180,-117.65,33.6,13,2319,430,1004,380,5.133,316.1
8181,-117.65,33.57,5,1998,500,1185,446,4.3542,195.6
8182,-117.65,33.58,2,2411,354,703,217,7.8061,331.4
8183,-117.66,33.57,16,2483,443,1357,400,5.5545,214.2
8184,-117.67,33.54,16,2102,350,1003,328,4.7981,170.8
8185,-117.67,33.54,15,2423,435,1366,423,4.8906,181.8
8186,-117.67,33.55,6,3157,721,1695,710,3.7609,222.3
8187,-117.67,33.56,4,3289,728,1345,632,4.6863,184.4
8188,-117.55,33.52,15,426,62,133,45,5.136,447.4
8189,-117.59,33.61,3,2993,429,991,390,10.0765,378.2
8190,-117.58,33.6,5,5348,659,1862,555,11.0567,495.4
8191,-117.49,33.64,3,8874,1302,3191,1027,6.8588,302
8192,-117.59,33.67,29,1223,215,633,204,6.5143,279.8
8193,-117.53,33.69,6,454,102,213,43,10.9704,483.3
8194,-117.58,33.66,4,3305,644,1693,597,5.2497,215
8195,-117.58,33.65,4,2000,422,833,386,5.7709,190.3
8196,-117.59,33.65,2,4860,1193,2332,1073,4.5022,151.9
8197,-117.6,33.65,4,3134,504,1599,485,6.2464,233.9
8198,-117.61,33.67,3,4541,720,1600,583,6.8004,284.9
8199,-117.64,33.66,6,5221,1217,2597,1119,4.6076,204
8200,-117.59,33.65,4,1793,390,897,386,4.2463,182.8
8201,-117.58,33.65,4,1606,498,815,426,3.375,500.001
8202,-117.61,33.63,2,4678,817,1970,712,6.1078,219
8203,-117.65,33.53,7,6814,785,2175,681,10.49,500.001
8204,-117.62,33.42,23,2656,515,998,435,4.0294,500.001
8205,-117.63,33.38,12,5744,1054,2104,847,5.1482,500.001
8206,-117.61,33.41,35,2556,404,946,399,6.1557,402.9
8207,-117.61,33.42,31,3959,856,1919,775,4.0313,282
8208,-117.6,33.41,29,2193,389,922,387,4.5476,309.2
8209,-117.62,33.47,4,1812,255,661,211,6.487,294.2
8210,-117.63,33.45,5,3549,604,1571,534,5.3705,363.5
8211,-117.63,33.47,4,1969,280,805,271,7.6012,310.8
8212,-117.63,33.46,7,7684,1088,2812,1057,6.3401,387.3
8213,-117.64,33.45,26,1528,234,607,218,6.2871,325.5
8214,-117.65,33.42,25,2174,428,603,352,3.3967,249.4
8215,-117.64,33.45,27,334,56,130,46,4.875,284.1
8216,-117.62,33.43,27,1835,413,1221,377,3.2232,247.1
8217,-117.62,33.43,27,3858,1062,2321,873,3.3155,231
8218,-117.62,33.43,24,1296,384,850,367,2.7545,231.3
8219,-117.65,33.4,17,2737,654,910,492,3.5729,370.8
8220,-117.62,33.43,23,4052,955,1950,859,4.0647,240.6
8221,-117.61,33.43,33,1150,383,604,317,2.3545,187.5
8222,-117.62,33.42,27,1005,266,460,243,3.1029,190.6
8223,-117.62,33.42,27,1444,412,597,311,3.1395,310
8224,-117.6,33.45,4,2369,566,996,435,5.4031,243.8
8225,-117.59,33.44,3,5813,1264,2363,1041,4.3897,341.3
8226,-117.59,33.4,22,3167,743,1797,642,4.0076,252.1
8227,-117.59,33.41,17,2248,448,878,423,5.1298,246
8228,-117.6,33.42,23,2482,461,1048,425,4.665,280.6
8229,-117.61,33.43,24,2303,399,851,379,3.9875,346.5
8230,-117.6,33.43,21,3951,562,1392,543,5.1439,414
8231,-117.61,33.44,17,2036,272,713,265,6.5954,346.2
8232,-117.67,33.47,22,2728,616,1081,566,1.6393,500.001
8233,-117.67,33.46,24,3571,722,1409,543,4.6518,277.8
8234,-117.67,33.44,25,2994,519,903,410,6.6852,500.001
8235,-117.67,33.46,18,1679,271,783,257,5.3999,300
